time,accelx,accely,accelz,gyrox,gyroy,gyroz,magx,magy,magz,altitude,pressure,temp,apogee1,apogee2,apogee3,apogee4,flightStage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62756E+12,9.81057,-0.727417,0.899701,0.000458149,-0.00229074,0.0108429,-7.68781,-17.0126,-4.91084,8.65933,1021.76,29.07,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62764E+12,9.79621,-0.784845,0.937986,-0.0406225,0.00229074,0.0119119,-7.5855,-17.071,-5.02777,9.35654,1021.76,29.07,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62772E+12,9.80578,-0.976271,1.02891,0.0189368,0.00167988,0.00778853,-7.76089,-16.9687,-4.72084,8.99738,1021.8,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62779E+12,9.78185,-1.04806,1.05763,0.0172569,-0.00488692,-0.00549779,-7.74627,-17.2757,-4.44314,9.61008,1021.63,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62787E+12,9.80578,-0.851844,0.947557,0.0171042,-0.00626137,-0.0117592,-7.9655,-17.261,-4.867,10.0326,1021.76,29.07,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62794E+12,9.81535,-0.622133,0.885344,0.00901026,-0.00152716,-0.00717767,-7.32242,-17.3633,-4.82315,9.35654,1021.79,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62802E+12,9.80578,-0.641276,0.971485,0.0187841,0.00198531,0.00626137,-7.13242,-17.0564,-4.64776,8.82837,1021.76,29.0656,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62809E+12,9.79621,-0.765703,1.02891,-0.0227547,-0.000305433,0.01237,-7.74627,-17.5095,-4.64776,10.0326,1021.76,29.07,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62817E+12,9.81057,-0.981057,0.985843,0.00870483,-0.00397062,0.0109956,-7.62935,-17.2757,-4.3116,8.99738,1021.72,29.0656,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62825E+12,9.82492,-0.995414,0.942772,0.00992656,-0.00320704,-0.000152716,-7.64396,-17.641,-5.247,8.93399,1021.67,29.07,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62832E+12,9.82014,-0.923629,0.952343,0.0187841,0,-0.00839939,-7.9655,-17.5972,-4.61853,8.49033,1021.76,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6284E+12,9.81057,-0.703489,1.00977,0.0114537,-0.000305433,-0.00824668,-7.81935,-17.0564,-4.3993,8.65933,1021.76,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62847E+12,9.79142,-0.583848,0.995414,0.0126754,-0.00320704,0.00122173,-7.80473,-17.4803,-4.51622,8.84949,1021.64,29.0656,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62855E+12,9.81535,-0.698704,0.9332,0.00106901,-0.00244346,0.0122173,-7.62935,-16.8079,-5.17392,8.84949,1021.76,29.07,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62862E+12,9.81057,-0.918843,0.942772,-0.0137445,0.000610865,0.014508,-7.4978,-17.4072,-4.867,8.65933,1021.78,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6287E+12,9.80578,-1.0337,1.01934,-0.00519235,0.00167988,0.00519235,-8.06781,-17.2026,-4.75007,9.52557,1021.73,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62878E+12,9.78185,-0.942772,1.0337,0.0253509,-0.00290161,-0.00473421,-7.79012,-16.7933,-3.91698,8.84949,1021.68,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62885E+12,9.81057,-0.813559,0.957129,0.0169515,-0.00503964,-0.00977384,-7.48319,-17.3195,-4.75007,9.96924,1021.77,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62892E+12,9.80099,-0.655633,0.894915,0.0114537,-0.00167988,-0.00335976,-7.55627,-17.1149,-4.89623,10.3918,1021.86,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.629E+12,9.82014,-0.655633,0.947557,0.00335976,0.00198531,0.00534507,-7.23472,-17.1149,-4.73546,8.93399,1021.78,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62908E+12,9.80578,-0.794416,1.05284,-0.00503964,0.000152716,0.0120646,-7.01549,-16.9833,-3.25928,9.35654,1021.76,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62915E+12,9.80099,-0.971485,0.990628,-0.000305433,-0.00397062,0.00931569,-7.60012,-17.261,-4.64776,8.93399,1021.76,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62922E+12,9.79621,-0.981057,0.928415,0.00427606,-0.00412334,-0.000916298,-7.68781,-17.0418,-4.25314,8.99738,1021.69,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62932E+12,9.8345,-0.832702,0.937986,0.0287107,0.000458149,-0.00977384,-7.67319,-16.8372,-4.00468,8.99738,1021.67,29.0656,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6294E+12,9.81535,-0.660419,1.00977,0.0138972,-0.000610865,-0.00519235,-7.17626,-17.2903,-4.41391,8.59595,1021.64,29.07,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62948E+12,9.81057,-0.650847,1.01934,-0.000458149,-0.00397062,0.00610865,-7.35165,-17.1295,-4.38468,9.52557,1021.77,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62955E+12,9.81057,-0.736989,0.937986,-0.00305432,-0.00320704,0.0125227,-7.52704,-17.3195,-3.68313,9.61008,1021.69,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62963E+12,9.80578,-0.976271,0.952343,0.0074831,0.0018326,0.0100793,-7.52704,-16.7641,-4.15083,8.93399,1021.68,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6297E+12,9.80578,-1.05284,1.02891,-0.00198531,0.000152716,-0.00167988,-7.43934,-17.188,-3.72698,9.61008,1021.77,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62978E+12,9.80099,-0.85663,1.02413,0.0212276,-0.00397062,-0.00824668,-7.3955,-17.3049,-4.41391,9.52557,1021.78,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62985E+12,9.81057,-0.708275,0.937986,0.0201585,-0.00442877,-0.00809396,-7.4978,-17.2318,-4.88161,8.74384,1021.76,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.62993E+12,9.82492,-0.631705,0.918843,0.0157298,-0.000458149,0.00320704,-7.60012,-17.3926,-4.53084,9.52557,1021.68,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63E+12,9.82492,-0.770488,0.976271,-0.0143553,0.00152716,0.0106901,-7.42473,-17.1587,-4.76469,9.18753,1021.55,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63008E+12,9.80099,-0.851844,1.02891,-0.00519235,-0.000458149,0.0114537,-7.36627,-17.4218,-4.92546,9.52557,1021.7,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63016E+12,9.79142,-1.0672,1.02891,0.0192422,-0.00397062,0.00122173,-7.33703,-17.5387,-5.3347,9.52557,1021.73,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63023E+12,9.80099,-0.947557,0.937986,0.0126754,-0.00412334,-0.010232,-7.5855,-16.9395,-3.99006,8.15228,1021.71,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63031E+12,9.81535,-0.741775,0.9332,0.0181732,-0.000152716,-0.0120646,-7.55627,-17.071,-4.45776,8.74384,1021.77,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63038E+12,9.81057,-0.598205,0.990628,0.019395,0.000305433,-0.00229074,-7.43934,-17.3049,-3.87314,8.74384,1021.78,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63046E+12,9.82014,-0.665204,1.02413,-0.00702495,-0.00259618,0.00946841,-7.64396,-17.261,-4.1216,8.84949,1021.77,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63053E+12,9.80578,-0.832702,0.957129,-0.00229074,-0.00244346,0.0157298,-7.26395,-17.188,-4.94007,8.68045,1021.78,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63061E+12,9.80578,-1.01456,0.942772,-0.00290161,-0.000305433,0.00809396,-7.3955,-17.2318,-4.57468,8.84949,1021.78,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63069E+12,9.81535,-1.02413,1.00498,0.0203113,-0.000610865,-0.00274889,-7.16165,-16.8079,-4.60392,10.0537,1021.79,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63076E+12,9.80578,-0.875773,1.0337,0.0152716,-0.00244346,-0.0111483,-7.45396,-17.1733,-4.09237,8.40579,1021.79,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63083E+12,9.80578,-0.641276,0.976271,0.0209221,-0.00458149,-0.00717767,-7.52704,-17.3049,-4.16545,9.71573,1021.73,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63091E+12,9.81057,-0.59342,0.918843,0.0103847,-0.00274889,0.00335976,-7.89243,-16.881,-4.00468,9.35654,1021.79,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63099E+12,9.79621,-0.756131,0.942772,-0.000610865,0.0018326,0.013439,-7.43934,-17.1149,-4.10699,9.18753,1021.7,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63106E+12,9.80578,-0.918843,1.00498,-0.0169515,0.00152716,0.0125227,-7.32242,-17.6849,-4.20929,10.0537,1021.7,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63114E+12,9.79621,-1.01934,1.06241,0.00870483,-0.00198531,0.00397062,-7.20549,-17.9626,-3.88775,8.32129,1021.67,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63121E+12,9.80578,-0.947557,0.985843,0.0230602,-0.00488692,-0.00702495,-7.45396,-17.1587,-4.23853,9.35654,1021.79,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63129E+12,9.81535,-0.808774,0.923629,0.0174097,-0.00244346,-0.00931569,-7.83397,-17.4656,-3.75621,8.74384,1021.7,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63136E+12,9.81057,-0.631705,0.961914,0.00106901,-0.000610865,-0.00351247,-7.64396,-17.4656,-4.37007,9.35654,1021.78,29.0878,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63144E+12,9.80099,-0.660419,1.0002,0.0119119,0.000305433,0.00733038,-7.46857,-17.5972,-4.26776,9.71573,1021.76,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63152E+12,9.79142,-0.842273,1.01934,-0.00122173,-0.00274889,0.0116064,-7.70243,-17.1295,-4.867,9.52557,1021.78,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63159E+12,9.79621,-1.00498,0.952343,-0.00106901,-0.0018326,0.00641408,-7.32242,-16.9395,-4.09237,9.35654,1021.79,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63166E+12,9.81535,-0.952343,0.937986,0.00962113,-0.000916298,-0.00320704,-7.51242,-17.1733,-4.06314,9.35654,1021.75,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63174E+12,9.81535,-0.842273,0.995414,0.0259618,0.000152716,-0.00824668,-7.65858,-16.9541,-4.82315,9.52557,1021.8,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63182E+12,9.80578,-0.684347,1.00977,0.00824668,-0.00290161,-0.0065668,-7.84858,-17.2026,-3.90237,9.96924,1021.79,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63189E+12,9.81057,-0.636491,0.952343,0.00992656,-0.00351247,0.00473421,-7.61473,-17.2318,-4.25314,9.01849,1021.7,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63197E+12,9.79142,-0.78006,0.928415,-0.00106901,-0.000305433,0.0109956,-7.57088,-17.4218,-4.57468,8.68045,1021.8,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63204E+12,9.80099,-0.971485,0.981057,-0.00335976,0.0018326,0.00916297,-7.3955,-17.188,-3.78544,9.35654,1021.84,29.0878,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63212E+12,9.79621,-0.971485,1.02891,0.00610865,-0.00137445,-0.000458149,-8.08243,-17.1587,-3.97544,9.35654,1021.78,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63219E+12,9.80578,-0.875773,1.00977,0.0233656,-0.00519235,-0.0074831,-7.93627,-17.0272,-4.50161,9.35654,1021.76,29.0878,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63227E+12,9.82492,-0.727417,0.904486,0.0167988,-0.00366519,-0.00595593,-7.99474,-17.5095,-4.61853,9.35654,1021.7,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63235E+12,9.79621,-0.665204,0.928415,-0.00244346,0.000152716,0.00137445,-7.76089,-17.3487,-4.25314,9.35654,1021.8,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63242E+12,9.79621,-0.736989,0.985843,0.000152716,0.00122173,0.010232,-7.60012,-17.7433,-3.44928,8.68045,1021.79,29.0789,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6325E+12,9.80099,-0.918843,1.02413,0.000916298,-0.000916298,0.0100793,-7.8632,-17.2172,-3.61005,9.01849,1021.81,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63257E+12,9.79621,-1.00977,1.0002,0.00244346,-0.00366519,0.00106901,-7.70243,-16.7933,-5.13008,9.01849,1021.72,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63265E+12,9.79142,-0.880558,0.9332,0.0189368,-0.00290161,-0.0056505,-7.8632,-17.2464,-4.67699,8.68045,1021.72,29.0745,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63272E+12,9.81057,-0.775274,0.952343,0.0164934,-0.000916298,-0.00794125,-7.64396,-16.9103,-4.34083,9.44107,1021.72,29.0878,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6328E+12,9.79621,-0.650847,1.0002,0.0114537,-0.00167988,-0.000610865,-7.41011,-17.7726,-4.38468,8.68045,1021.8,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63288E+12,9.81535,-0.679561,0.981057,0.00671952,-0.00274889,0.00916297,-7.38088,-17.7287,-4.19468,9.96924,1021.72,29.1012,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63295E+12,9.81057,-0.784845,0.899701,-0.0131336,-0.000152716,0.0151189,-7.24934,-17.6264,-4.76469,8.68045,1021.8,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63302E+12,9.80099,-0.990628,1.02413,-0.00763582,0.00274889,0.0126754,-7.64396,-17.4364,-4.96931,9.27203,1021.72,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6331E+12,9.79621,-1.14377,1.07198,0.0174097,-0.00641408,-0.00427606,-7.3078,-17.378,-5.07162,9.27203,1021.71,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63318E+12,9.79142,-0.937986,0.914058,0.0342084,-0.00687223,-0.0166461,-7.5855,-17.5241,-4.61853,8.59595,1021.64,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63325E+12,9.81535,-0.631705,0.870987,0.0206167,-0.000610865,-0.0148135,-8.28705,-17.3341,-4.80853,8.68045,1021.71,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63333E+12,9.81057,-0.468993,0.985843,0.00626137,0.00473421,0.0018326,-7.68781,-17.6995,-4.19468,10.0537,1021.72,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63341E+12,9.78664,-0.732203,1.09113,-0.00198531,-0.00152716,0.0189368,-7.71704,-17.568,-4.79392,8.15228,1021.72,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63348E+12,9.79621,-0.957129,0.971485,-0.0146608,-0.00595593,0.0174097,-7.60012,-17.451,-4.61853,10.0537,1021.72,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63355E+12,9.80099,-1.16291,0.885344,0.00244346,-0.00137445,0.00259618,-7.83397,-17.2903,-4.75007,9.01849,1021.76,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63363E+12,9.78664,-0.9667,0.981057,0.0294742,0.00290161,-0.0131336,-7.84858,-17.4949,-4.00468,10.0537,1021.75,29.0878,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63371E+12,9.80578,-0.717846,1.07677,0.0203113,-0.0018326,-0.0157298,-7.81935,-17.5095,-4.20929,9.18753,1021.8,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63378E+12,9.78664,-0.540777,1.01456,0.0161879,-0.00687223,-0.00351247,-7.60012,-16.9833,-4.64776,9.35654,1021.81,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63386E+12,9.81057,-0.579063,0.880558,-0.00442877,-0.00351247,0.0111483,-8.11166,-17.0418,-5.07162,9.35654,1021.72,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63393E+12,9.81057,-0.851844,0.909272,-0.0167988,0.00366519,0.0177151,-7.55627,-17.1441,-4.42853,8.51144,1021.82,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63401E+12,9.79621,-1.04327,1.07677,0.00274889,0.00351247,0.00901026,-7.48319,-17.2903,-4.04852,8.59595,1021.76,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63408E+12,9.78664,-1.06241,1.09113,0.0167988,-0.00488692,-0.00519235,-7.48319,-17.3341,-4.85238,9.03964,1021.73,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63416E+12,9.79621,-0.842273,0.937986,0.019395,-0.0074831,-0.0131336,-7.38088,-17.3341,-4.85238,8.68045,1021.74,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63424E+12,9.81057,-0.641276,0.885344,0.0207694,-0.000916298,-0.00962113,-7.57088,-16.9979,-4.04852,9.18753,1021.8,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63431E+12,9.81057,-0.579063,0.985843,0.00733038,0.00335976,0.00366519,-6.8401,-17.4656,-4.50161,9.18753,1021.8,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63439E+12,9.79621,-0.727417,1.06241,-0.00152716,0.000610865,0.0154243,-7.03011,-17.3341,-4.60392,9.01849,1021.72,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63446E+12,9.81057,-0.981057,0.995414,-0.0125227,-0.00397062,0.0154243,-7.24934,-16.9979,-4.867,9.71573,1021.76,29.1012,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63454E+12,9.81535,-1.09113,0.928415,0.00458149,-0.00397062,0.00213803,-7.73166,-17.1441,-4.3116,9.88474,1021.82,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63461E+12,9.80099,-0.981057,0.942772,0.0270308,-0.000458149,-0.0106901,-7.84858,-17.1149,-4.88161,9.88474,1021.83,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63469E+12,9.80578,-0.751346,1.0337,0.0221439,-0.000152716,-0.0129809,-7.20549,-17.4803,-4.76469,8.15228,1021.81,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63477E+12,9.82014,-0.550349,1.01456,0.00855211,-0.00366519,-0.00290161,-7.73166,-17.2757,-5.01315,9.35654,1021.73,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63484E+12,9.81535,-0.626919,0.937986,-0.000305433,-0.00366519,0.0111483,-7.5855,-16.9541,-4.79392,8.84949,1021.74,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63492E+12,9.80099,-0.85663,0.914058,-0.0105374,0.000305433,0.0163406,-7.57088,-17.4072,-4.98392,8.42694,1021.86,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63499E+12,9.79621,-1.08155,0.990628,-0.00366519,0.00244346,0.00794125,-7.87781,-17.3049,-3.23005,8.51144,1021.8,29.0834,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63507E+12,9.79621,-1.00977,1.06241,0.0116064,-0.00244346,-0.00595593,-7.3955,-17.3341,-4.91084,9.27203,1021.74,29.1012,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63514E+12,9.80578,-0.847059,0.981057,0.0337503,-0.00610865,-0.0126754,-8.03858,-17.2172,-4.47238,8.2579,1021.71,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63522E+12,9.80578,-0.626919,0.899701,0.0171042,-0.00244346,-0.00580322,-7.61473,-17.071,-4.99854,9.35654,1021.72,29.1056,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6353E+12,9.80099,-0.602991,0.928415,-0.00198531,0.00137445,0.0056505,-7.74627,-17.2757,-5.08623,9.18753,1021.74,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63537E+12,9.80099,-0.736989,1.01456,-0.00427606,0.000763581,0.0143553,-7.62935,-17.3049,-4.18006,9.01849,1021.74,29.1012,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63544E+12,9.80099,-1.0002,1.02891,-0.000458149,-0.00305432,0.01237,-7.41011,-17.2464,-4.06314,8.51144,1021.75,29.1012,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63552E+12,9.80578,-1.04327,0.942772,0.00931569,-0.00290161,-0.00152716,-7.5855,-16.7933,-4.10699,8.51144,1021.82,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6356E+12,9.82492,-0.899701,0.947557,0.0171042,-0.000763581,-0.00992656,-7.81935,-16.9687,-3.82929,9.03964,1021.76,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63567E+12,9.78185,-0.703489,1.0002,0.0250455,0.000152716,-0.00901026,-7.9655,-17.0418,-4.32622,8.34244,1021.74,29.1056,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63575E+12,9.79621,-0.617348,1.02891,0.00519235,-0.00274889,0.000763581,-7.68781,-16.9687,-4.06314,8.42694,1021.72,29.1012,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.63582E+12,9.81535,-0.698704,0.957129,-0.00870483,-0.00397062,0.01237,-7.68781,-17.6849,-3.2739,9.6312,1021.68,29.0923,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6359E+12,9.80099,-0.89013,0.914058,-0.00152716,0.000305433,0.013439,-7.83397,-17.3633,-4.37007,9.88474,1021.72,29.0967,0,0,0,0,PRE_FLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
