time,accelx,accely,accelz,gyrox,gyroy,gyroz,magx,magy,magz,altitude,pressure,temp
time,accelx,accely,accelz,gyrox,gyroy,gyroz,magx,magy,magz,altitude,pressure,temp
3673936492933,9.8345,0.808774,0.0526421,0.000458149,0.000305433,0.00641408,-55.6562,-15.0687,17.4218,3.16757,1021.44,30.2545
3674022094735,9.83928,0.818345,0.0334995,-0.00916297,-0.0146608,0.00290161,-55.1447,-15.2587,17.4364,2.89291,1021.45,30.2545
3674102996832,9.84407,0.904486,-0.339781,-0.00702495,-0.0138972,0.00442877,-55.4662,-15.4195,17.5095,2.82953,1021.41,30.2589
3674183837894,9.83928,0.909272,-0.325424,-0.00274889,0.000305433,0.0074831,-55.0278,-15.6095,17.2172,2.89291,1021.45,30.2634
3674269348155,9.84407,0.82313,0,-0.00244346,-0.00244346,0.00641408,-55.5539,-15.1564,17.2464,2.32248,1021.35,30.2456
3674350158699,9.84407,0.842273,-0.100498,-0.00702495,-0.0175624,0.00366519,-55.6416,-15.1272,17.0418,2.66052,1021.37,30.2545
3674430969242,9.84407,0.89013,-0.330209,-0.00962113,-0.0138972,0.00397062,-55.8755,-15.2002,17.9772,2.82953,1021.38,30.2545
3674516448986,9.85364,0.875773,-0.205783,0.00198531,-0.00137445,0.00595593,-55.3639,-15.1418,17.6556,2.32248,1021.35,30.2545
3674597259529,9.83928,0.813559,0.0765703,-0.00290161,-0.00412334,0.00488692,-55.6124,-15.0541,17.188,2.82953,1021.43,30.2545
3674678100591,9.84885,0.861416,-0.0287139,-0.00809396,-0.0137445,0.00534507,-55.3347,-14.6887,17.8164,2.49149,1021.39,30.25
3674763702393,9.84885,0.880558,-0.311067,-0.00733038,-0.00977384,0.00549779,-55.7001,-14.6156,17.4803,3.16757,1021.39,30.2456
3674843536387,9.85364,0.851844,-0.272782,0.00137445,0.00274889,0.0056505,-55.4662,-15.171,17.5095,3.33661,1021.39,30.2545
3674924438485,10.1073,0.708275,0.0334995,-0.00259618,-0.00106901,0.00549779,-55.627,-15.3464,17.0564,2.49149,1021.48,30.2545
3675010833741,10.0068,0.74656,-0.29671,-0.0218384,-0.0142026,0.00152716,-55.7439,-14.8641,17.2757,3.33661,1021.44,30.25
3675091857911,9.37507,0.847059,-0.40678,0.00167988,-0.0160352,0.00534507,-55.9924,-15.2879,16.9687,2.55487,1021.39,30.2456
3675172668468,10.1503,0.85663,-0.540777,0.00763582,0.00687223,0.00381791,-55.9631,-14.4841,17.3195,1.8154,1021.5,30.2545
3675253601083,9.72443,1.11505,-0.315852,0.0784962,-0.00992656,-0.0018326,-56.2408,-15.0395,17.378,3.16757,1021.43,30.25
3675339050295,9.97328,0.698704,0.0526421,-0.00397062,-0.0311541,-0.00335976,-55.4808,-15.4779,16.9249,2.49149,1021.39,30.25
3675419952393,9.82492,0.875773,-0.516849,-0.0531453,-0.00320704,-0.00320704,-56.3578,-15.1418,17.378,2.82953,1021.43,30.2545
3675499786387,10.5188,1.40698,0.167497,0.0461203,0.00274889,0.02474,-55.9924,-15.2002,17.4803,1.8154,1021.35,30.2545
3675585296635,14.3569,0.440279,-0.736989,-0.109192,-0.0125227,-0.00717767,-56.0216,-15.0687,17.2172,2.89291,1021.39,30.2545
3675666229251,90.0323,6.82911,-2.6991,0.825737,-0.17318,-0.149051,-56.4893,-15.2879,16.501,3.67465,1021.26,30.2456
3675747100830,96.5647,2.28275,-6.80997,1.06352,0.120951,0.130878,-56.7085,-15.1125,15.6387,5.36484,1021.27,30.2545
3675832672128,105.858,1.94297,-0.244068,-0.914312,-0.0131336,-0.0316123,-56.2262,-15.0833,17.2757,5.25922,1020.99,30.25
3675913543707,100.666,2.14397,-0.9667,-0.970206,-0.0699441,-0.173944,-56.577,-15.6387,19.2926,8.47058,1020.78,30.2456
3675994384769,97.986,1.36869,-2.15354,-1.12598,-0.0939205,-0.272751,-56.4747,-16.6472,20.5349,10.689,1020.29,30.2545
3676079925548,95.708,0.0143569,-1.41655,-1.39415,-0.00855211,-0.34407,-57.0886,-17.5241,22.5373,14.7243,1019.95,30.2545
3676160766610,92.9084,-0.0957129,-1.15813,-1.60031,0.0271835,-0.266643,-57.7316,-18.6934,24.5542,18.7175,1019.31,30.25
3676241638189,90.7693,-0.741775,-1.97647,-1.80511,0.0792598,-0.0847575,-57.8047,-19.8918,26.3958,22.5204,1018.82,30.25
3676327117933,88.5966,-0.770488,-2.0674,-2.0913,0.112552,0.0723875,-57.8924,-20.5349,28.0766,26.9149,1018.16,30.2589
3676407958994,85.3137,-0.416351,-2.61296,-2.42468,0.0868956,0.162032,-57.7609,-22.3034,29.2751,34.1194,1017.84,30.2545
3676488708502,82.1886,-0.349352,-3.48395,-2.83258,-0.0578795,0.161726,-57.3516,-23.2096,31.1312,37.9224,1017.02,30.25
3676574188245,79.5469,-0.564706,-2.45025,-3.53508,-0.210138,0.0244346,-57.2493,-26.3519,34.3905,45.2959,1016.2,30.25
3676655029307,76.3214,-1.9669,-1.58405,-4.34966,-0.14111,0.00641408,-57.3809,-30.8828,35.4867,53.7892,1015.22,30.2456
3676735809332,73.7898,-2.78524,-1.74676,-4.71679,-0.165544,0.166613,-56.5916,-34.6536,33.9082,61.6064,1014.16,30.2456
3676821289062,69.545,-2.67039,-1.32084,-5.0036,-0.275653,0.304363,-56.2262,-38.4975,31.2043,68.4728,1013.55,30.2456
3676902099619,64.8167,-3.29731,0.00478564,-5.0036,-0.344986,0.281151,-56.2408,-40.456,26.1765,78.4978,1012.22,30.2545
3676982879645,60.2273,-3.84766,0.354137,-5.0036,-0.283747,0.336892,-56.2847,-40.6606,19.0734,86.0826,1011.4,30.2456
3677063751224,55.614,-4.39322,-0.267996,-5.0036,-0.265115,0.411112,-56.2993,-37.7521,12.7156,95.2731,1010.17,30.25
3677149261486,51.4313,-4.37408,0.976271,-5.0036,-0.438296,0.513585,-57.1178,-32.2567,9.77784,105.837,1009.27,30.2456
3677230102547,44.784,-4.55115,2.39761,-5.0036,-0.445932,0.496939,-58.0532,-25.8988,10.8448,113.348,1007.91,30.2411
3677311065681,22.3681,-5.06321,3.85723,-5.0036,-0.330936,0.564897,-57.9363,-21.6457,17.8456,123.595,1006.59,30.2545
3677396575929,15.3236,-5.88155,3.22552,-5.0036,-0.343764,0.790154,-57.3662,-21.6019,27.4189,133.334,1005.64,30.2456
3677477386486,12.859,-5.69013,4.14437,-5.0036,-0.493885,0.734413,-56.9278,-26.5858,34.9605,141.722,1005,30.2589
3677558197029,-1.33998,-6.18305,4.49372,-5.0036,-0.358731,0.727998,-56.5039,-34.5951,35.399,152.339,1003.06,30.2545
3677643676759,-4.29272,-5.99641,4.0008,-5.0036,-0.476627,0.932791,-55.8316,-39.6229,27.7843,162.015,1002.13,30.2456
3677724578870,-9.3655,-5.72363,5.21635,-5.0036,-0.521984,0.845284,-56.767,-39.7983,17.758,171.448,1001.15,30.2456
3677805328378,-10.3848,-7.16889,4.13958,-5.0036,-0.445321,0.927752,-57.7463,-33.8497,10.6694,180.121,1000.26,30.25
3677890838626,-10.5284,-4.90528,5.04407,-5.0036,-0.448986,0.835816,-58.3893,-24.8027,13.4902,188.023,998.903,30.2456
3677971588147,-10.739,-6.64247,4.45065,-5.0036,-0.385303,0.88438,-58.3601,-20.3303,22.4057,201.09,997.688,30.2411
3678052398690,-10.8012,-3.30688,2.1344,-5.0036,-0.640187,0.856433,-57.2493,-23.5019,32.1982,205.052,997.084,30.2456
3678133148198,-10.337,-6.01077,4.74736,-5.0036,-0.472199,0.543365,-56.1385,-32.0374,35.969,214.95,995.717,30.2456
3678218688977,-11.208,-6.34098,1.61276,-5.0036,-0.415236,0.962723,-56.1239,-38.7752,30.7366,224.87,994.696,30.2456
3678299407967,-10.6098,-3.58445,3.30688,-5.0036,-0.664927,0.765109,-55.8316,-40.8652,22.6103,230.046,993.908,30.2411
3678380157474,-9.97807,-6.17826,4.32622,-5.0036,-0.46609,0.68142,-56.9716,-38.3952,14.3818,242.131,992.746,30.2456
3678465698254,-9.63828,-5.14935,3.81416,-5.0036,-0.408821,0.916145,-58.0678,-30.1228,10.0263,247.74,991.929,30.2411
3678546478279,-9.60479,-4.10608,3.56052,-5.0036,-0.539241,0.864374,-58.097,-23.4873,15.3756,255.441,991.061,30.2367
3678627258305,-8.94437,-4.78564,3.85244,-5.0036,-0.470519,0.75732,-58.5063,-21.1634,23.078,262.962,990.285,30.2456
3678712677012,-8.81994,-5.13499,3.48395,-5.0036,-0.432951,0.808938,-57.1616,-23.9111,32.6805,271.445,988.988,30.2411
3678793457038,-8.62851,-4.31665,2.84746,-5.0036,-0.51893,0.876744,-56.4016,-30.6489,36.4221,278.629,988.396,30.2411
3678874298099,-8.11166,-4.1013,3.51745,-5.0036,-0.482736,0.820392,-55.7147,-37.2113,33.5721,286.182,987.426,30.2456
3678959777843,-7.91067,-3.86201,2.9001,-5.0036,-0.434936,0.897514,-55.8462,-40.8068,24.7735,293.735,986.426,30.2411
3679040618904,-7.6666,-3.72323,2.88574,-5.0036,-0.503811,0.866054,-56.8401,-38.9798,16.9395,300.231,985.812,30.25
3679121368412,-7.37468,-3.58923,2.52203,-5.0036,-0.465632,0.745713,-57.527,-33.499,11.8825,308.323,985.098,30.2411
3679206878673,-7.15932,-3.82851,2.40239,-5.0036,-0.408211,0.734413,-58.3747,-26.805,11.7509,313.626,984.252,30.2367
3679287597663,-6.84826,-2.90489,2.33061,-5.0036,-0.450666,0.74892,-58.5647,-22.1865,18.3426,319.531,983.526,30.2456
3679368438724,-6.67597,-2.44068,2.62253,-5.0036,-0.460592,0.67073,-58.6086,-21.3242,26.0012,326.768,982.71,30.2456
3679449188245,-6.57069,-3.34995,2.35932,-5.0036,-0.365603,0.600022,-57.3516,-24.7588,31.9936,333.465,981.883,30.2456
3679534301759,-6.47498,-3.52702,2.42632,-5.0036,-0.318108,0.704327,-56.8547,-30.2981,35.2675,341.219,980.883,30.2456
3679615173352,-6.14476,-2.95274,2.62732,-5.0036,-0.393855,0.778089,-56.4455,-35.8667,33.7913,347.494,980.463,30.2411
3679695922860,-6.03948,-2.72782,2.29232,-5.0036,-0.428675,0.728915,-56.3578,-39.4621,29.2751,353.526,979.882,30.2456
3679781341554,-5.77627,-3.24467,2.46939,-5.0036,-0.356745,0.636674,-56.6062,-39.9737,22.0842,359.452,978.892,30.2322
3679862243665,-5.64706,-3.43609,2.13918,-5.0036,-0.32162,0.722653,-56.8255,-36.8459,14.981,365.399,978.188,30.2456
3679943054208,-5.50827,-2.51246,1.54576,-5.0036,-0.397215,0.728762,-58.0824,-32.1543,12.204,370.47,977.667,30.2411
3680028533938,-5.15892,-1.78983,2.16311,-5.0036,-0.413708,0.574519,-58.6963,-27.0827,14.2941,374.833,976.954,30.2411
3680109222423,-5.03449,-2.7326,1.94776,-5.0036,-0.256258,0.488692,-58.5063,-23.6334,18.2841,383.146,976.228,30.2411
3680190002449,-4.81914,-2.18704,1.64626,-5.0036,-0.250455,0.547182,-58.5209,-22.2742,22.8442,387.266,975.748,30.2411
3680275512697,-4.666,-2.08654,1.84247,-5.0036,-0.238848,0.524886,-58.3309,-23.3996,27.6527,392.95,974.932,30.2456
3680355377209,-4.52243,-2.24925,1.62233,-5.0036,-0.214566,0.530384,-57.644,-25.6942,31.979,398.57,974.401,30.2411
3680435119636,-4.31186,-1.94297,1.46441,-5.0036,-0.236099,0.552222,-56.767,-29.582,33.9228,403.144,973.87,30.2367
3680520599366,-4.12044,-1.60798,1.56012,-5.0036,-0.261603,0.514348,-56.884,-33.7913,33.1774,408.922,973.167,30.2411
3680601348887,-4.05822,-1.92861,1.58405,-5.0036,-0.215177,0.46105,-56.4162,-37.0652,30.6197,413.655,972.686,30.2411
3680682098395,-3.96251,-2.17747,1.33519,-5.0036,-0.16921,0.516028,-56.6647,-38.2052,25.2265,419.623,971.829,30.2545
3680762847902,-3.87158,-2.30189,1.18205,-5.0036,-0.237321,0.56108,-57.2932,-37.299,21.0757,424.895,971.339,30.2456
3680848388682,-3.6993,-1.67019,1.25862,-5.0036,-0.314748,0.534202,-57.644,-35.6621,17.9772,428.761,970.758,30.2367
3680928131109,-3.56052,-1.39262,1.46441,-5.0036,-0.312763,0.463647,-57.8486,-33.1774,15.1564,433.599,970.36,30.2367
3681008941652,-3.39781,-1.6319,1.48833,-5.0036,-0.284969,0.432034,-58.2578,-30.1228,15.2148,437.909,969.747,30.2367
3681094421396,-3.2016,-1.96211,1.35912,-5.0036,-0.253967,0.419817,-58.5355,-27.5358,16.2818,442.483,969.227,30.2322
3681175170903,-3.21595,-1.50748,0.928415,-5.0036,-0.253967,0.454331,-58.8863,-25.0511,18.211,445.219,968.799,30.2367
3681255950929,-3.01017,-1.12941,1.38784,-4.95366,-0.273057,0.410196,-58.9009,-23.9842,21.8357,450.586,968.318,30.2411
3681340515146,-2.9336,-1.41176,1.15813,-4.97611,-0.181885,0.344375,-58.6086,-24.2034,24.8904,455.868,967.747,30.2411
3681421325689,-2.87617,-1.55055,1.12463,-4.88707,-0.154549,0.362243,-58.404,-25.3142,27.7112,459.671,967.288,30.2367
3681502105715,-2.77567,-1.61755,0.89013,-4.78475,-0.147982,0.413097,-58.5063,-27.0389,29.4358,463.273,966.676,30.2411
3681587554940,-2.70867,-1.1342,0.928415,-4.53751,-0.203876,0.445626,-58.1263,-28.3689,30.8974,467.857,966.237,30.2367
3681668396002,-2.59382,-1.31127,0.971485,-4.47718,-0.216399,0.4076,-57.5417,-30.8974,31.6136,472.093,965.859,30.2367
3681749877941,-2.47418,-1.39262,1.22034,-4.41503,-0.21197,0.406225,-57.3809,-32.8997,30.8535,476.689,965.268,30.25
3681835418707,-2.48853,-1.64626,1.21077,-4.38021,-0.197004,0.453415,-57.7024,-34.7267,29.1435,480.745,964.88,30.2367
3681916259769,-2.34975,-1.41655,1.12463,-4.3544,-0.197768,0.515417,-57.4686,-35.4721,26.8635,483.756,964.462,30.2456
3681997039808,-2.28275,-1.41655,1.06241,-4.29973,-0.232892,0.539699,-57.4978,-35.9398,25.3727,486.576,964.114,30.2367
3682077758797,-2.19661,-0.9332,1.11505,-4.24704,-0.26145,0.524733,-57.6001,-35.3405,22.8296,490.992,963.727,30.2367
3682163299563,-2.03868,-0.937986,1.25862,-4.37089,-0.221897,0.438448,-57.8632,-34.7121,21.2949,494.362,963.338,30.2367
3682244110120,-1.90947,-0.990628,1.01934,-4.46924,-0.148288,0.388663,-58.3163,-33.689,19.4534,497.711,963.002,30.2367
3682324859628,-1.87119,-1.0337,0.727417,-4.39563,-0.121715,0.383929,-58.6524,-32.3736,18.211,500.732,962.544,30.2367
3682410400394,-1.80419,-1.0002,0.583848,-4.20764,-0.145539,0.380874,-58.4186,-30.1812,17.4656,504.63,962.032,30.2367
3682491210937,-1.71326,-0.765703,0.411565,-4.0143,-0.175776,0.345139,-58.7401,-28.5589,18.2987,507.82,961.768,30.2278
3682571960458,-1.60319,-0.641276,0.583848,-3.8796,-0.202654,0.295048,-58.5355,-28.135,19.5703,510.651,961.523,30.2367
3682657470706,-1.52662,-0.492921,0.579063,-3.7727,-0.173791,0.228158,-58.8863,-27.0681,20.2572,513.493,960.993,30.2322
3682738220227,-1.42612,-0.502492,0.689132,-3.67863,-0.13439,0.162032,-59.1055,-26.8196,21.4265,517.032,960.727,30.2367
3682818023690,-1.35434,-0.622133,0.713061,-3.6461,-0.0647517,0.139125,-58.7255,-27.2289,22.9173,519.155,960.39,30.2367
3682903472902,-1.25862,-0.741775,0.650847,-3.57112,-0.00320704,0.162337,-58.7109,-27.2727,23.5311,521.458,960.064,30.2367
3682983276379,-1.2682,-0.727417,0.555135,-3.47888,0.0174097,0.210443,-58.6963,-27.5943,24.8611,524.215,959.728,30.2278
3683063079842,-1.18684,-0.66999,0.497707,-3.36312,0.0157298,0.255494,-58.5793,-27.9012,24.2327,526.962,959.432,30.2367
3683148651126,-1.14377,-0.612562,0.48335,-3.24889,-0.00152716,0.285427,-58.8278,-28.2227,24.6712,530.511,959.166,30.2367
3683229400647,-1.09113,-0.622133,0.512064,-3.17741,-0.0235183,0.299935,-58.3893,-28.3835,25.3435,531.229,959.012,30.2322
3683310241708,-1.03848,-0.698704,0.497707,-3.14718,-0.0386372,0.308487,-58.4332,-28.3689,25.1827,534.589,958.676,30.2367
3683395721438,-1.02413,-0.74656,0.516849,-3.12488,-0.0584903,0.33399,-58.8132,-28.7927,25.2996,536.913,958.34,30.2367
3683476501477,-0.995414,-0.732203,0.368494,-3.06502,-0.0763581,0.355065,-58.7986,-28.5881,26.5566,539.564,958.095,30.2367
3683557220467,-0.947557,-0.722632,0.440279,-2.97537,-0.124464,0.365908,-58.3309,-28.9681,27.185,542.511,957.85,30.2367
3683642852787,-0.880558,-0.583848,0.445065,-2.87336,-0.15012,0.36148,-58.404,-29.2604,27.0973,543.114,957.605,30.2367
3683723663330,-0.832702,-0.660419,0.37328,-2.84831,-0.163406,0.335518,-58.2578,-29.5674,27.7989,546.145,957.42,30.2322
3683804504405,-0.799202,-0.74656,0.378066,-2.80677,-0.18326,0.325897,-57.8632,-30.3566,28.3835,547.572,957.075,30.2367
3683885253913,-0.751346,-0.674776,0.282353,-2.74828,-0.20632,0.32666,-57.7609,-30.7805,29.2458,550.498,956.849,30.2367
3683971374521,-0.717846,-0.674776,0.287138,-2.64169,-0.234878,0.312152,-57.5709,-32.0666,28.9097,551.839,956.727,30.2456
3684052215582,-0.693918,-0.660419,0.210568,-2.55067,-0.268017,0.295201,-57.5709,-32.3736,29.2312,553.783,956.522,30.2367
3684133087162,-0.626919,-0.545563,0.129212,-2.43506,-0.292299,0.268933,-57.2932,-33.1774,28.8951,554.85,956.299,30.2322
3684218658459,-0.598205,-0.435493,0.148355,-2.3219,-0.322537,0.228616,-57.2201,-33.5721,30.3566,558.051,956.014,30.2367
3684299469003,-0.564706,-0.392423,0.100498,-2.21423,-0.337503,0.17318,-56.7085,-34.3759,30.5466,558.325,955.983,30.2411
3684380218510,-0.516849,-0.349352,0.124427,-2.16032,-0.340557,0.121868,-56.4455,-35.6036,30.1958,560.375,955.86,30.2456
3684484436036,-0.44985,-0.311067,0.162712,-2.08015,-0.334907,0.0481056,-56.5478,-36.9336,29.4358,561.97,955.606,30.2278
3684570159923,-0.445065,-0.291924,0.177069,-2.0406,-0.309403,-0.0018326,-56.1532,-38.4537,28.7781,562.678,955.402,30.2322
3684650909431,-0.40678,-0.26321,0.210568,-2.00852,-0.275347,-0.0406225,-55.7878,-39.7837,27.7404,563.227,955.26,30.2367
3684736358643,-0.358923,-0.26321,0.229711,-1.98149,-0.233809,-0.0784962,-55.3493,-41.3476,26.2642,564.653,955.116,30.2278
3684817108164,-0.339781,-0.244068,0.22014,-1.97584,-0.184481,-0.111636,-55.1885,-41.6691,24.8611,566.238,955.094,30.2322
3684897918707,-0.306281,-0.258425,0.301496,-1.99921,-0.136376,-0.122478,-54.9547,-42.1953,22.0696,567.664,954.871,30.2367
3684983398437,-0.26321,-0.224925,0.282353,-2.02761,-0.0792598,-0.13775,-54.9985,-42.9699,19.7749,569.09,954.849,30.2367
3685064178476,-0.258425,-0.162712,0.325424,-2.04472,-0.00946841,-0.142179,-54.5016,-43.3791,16.8226,569.734,954.686,30.2234
3685144958502,-0.229711,-0.129212,0.282353,-2.03846,0.0458149,-0.13607,-53.9316,-42.546,13.3294,570.791,954.626,30.2278
3685230499268,-0.229711,-0.105284,0.378066,-2.03296,0.106749,-0.132405,-54.0193,-42.4437,9.93861,571.308,954.453,30.2322
3685311309825,-0.215354,-0.124427,0.421136,-2.0606,0.166919,-0.128587,-53.8439,-41.4352,6.10932,572.228,954.36,30.2322
3685392120368,-0.196211,-0.143569,0.421136,-2.10932,0.228922,-0.105832,-53.347,-39.126,3.68313,573.199,954.268,30.2367
3685477630616,-0.191426,-0.210568,0.478564,-2.19438,0.294437,-0.0696386,-52.7623,-36.2759,0.686934,574.076,954.268,30.2367
3685558471691,-0.215354,-0.200997,0.502492,-2.31014,0.351095,-0.00992656,-52.587,-33.1628,-1.82695,573.125,954.197,30.2278
3685639251717,-0.210568,-0.339781,0.531206,-2.41994,0.386067,0.0679587,-52.0462,-29.4651,-3.9316,574.076,954.114,30.2367
3685724700929,-0.22014,-0.378066,0.545563,-2.57571,0.415999,0.158214,-51.3885,-24.7296,-5.55393,574.985,954.114,30.2322
3685804534923,-0.224925,-0.502492,0.550349,-2.68048,0.421039,0.271682,-50.9062,-19.8041,-5.37854,574.636,954.024,30.2367
3685885284431,-0.234496,-0.646062,0.478564,-2.71636,0.398284,0.384081,-49.8831,-14.6302,-3.25928,575.428,953.86,30.2367
3685966033938,-0.253639,-0.756131,0.48335,-2.61282,0.328035,0.500299,-49.0646,-9.74861,-0.0876937,575.175,954.033,30.2367
3686051513682,-0.248853,-0.861416,0.425922,-2.49661,0.240375,0.598342,-47.7053,-5.94855,4.09237,577.288,953.955,30.2322
3686133239752,-0.287138,-1.00498,0.162712,-2.47981,0.155312,0.66569,-46.4484,-2.8062,11.3563,576.495,953.851,30.2322
3686214111331,-0.291924,-1.07198,0.00478564,-2.58472,0.0352775,0.733038,-44.5776,-0.540777,18.6495,576.22,953.942,30.2278
3686299713147,-0.330209,-1.08634,-0.0765703,-2.68719,-0.111483,0.768163,-42.7799,0.116925,27.2289,576.928,953.932,30.2322
3686380523690,-0.368494,-1.05284,-0.153141,-2.54471,-0.259923,0.760069,-40.7337,-0.248465,35.7644,576.052,953.973,30.2367
3686461395270,-0.382851,-1.0337,-0.200997,-2.24493,-0.418443,0.708145,-37.8106,-2.64542,43.6568,575.692,954.036,30.2322
3686546936036,-0.421136,-0.928415,-0.339781,-1.73486,-0.558636,0.627358,-35.5452,-4.96931,50.2192,575.502,954.033,30.2322
3686627746593,-0.454636,-0.794416,-0.378066,-1.40514,-0.655916,0.557262,-32.8266,-7.1178,54.1216,575.344,954.095,30.2322
3686708526618,-0.478564,-0.674776,-0.349352,-1.15224,-0.752128,0.479835,-29.4358,-9.39783,58.0386,575.428,954.055,30.2367
3686793975830,-0.507278,-0.636491,-0.282353,-0.970206,-0.832914,0.407905,-26.805,-11.6633,60.8594,574.076,954.156,30.2278
3686874755869,-0.55992,-0.579063,-0.224925,-0.87766,-0.882242,0.361021,-23.3557,-14.2941,63.5925,573.728,954.218,30.2322
3686955535895,-0.555135,-0.545563,-0.119641,-0.805273,-0.925155,0.313679,-19.5411,-16.6179,65.2295,573.368,954.268,30.2322
3687040985120,-0.588634,-0.507278,0.0191426,-0.779922,-0.952797,0.269544,-16.5449,-18.9857,66.9395,572.661,954.268,30.2367
3687121826182,-0.588634,-0.416351,0.157926,-0.802982,-0.966541,0.226784,-13.0517,-21.5873,67.4364,572.301,954.371,30.2278
3687202636725,-0.574277,-0.435493,0.153141,-0.873232,-0.941038,0.200211,-8.88629,-24.3204,68.0941,572.661,954.412,30.2367
3687288269045,-0.569491,-0.363709,0.26321,-0.968069,-0.897361,0.149204,-5.7147,-27.4627,68.021,570.875,954.616,30.2322
3687369049084,-0.540777,-0.392423,0.387637,-1.06382,-0.848033,0.106596,-3.01081,-30.9412,67.4656,569.999,954.667,30.2322
3687448883065,-0.507278,-0.40678,0.492921,-1.17897,-0.780991,0.0603229,0.073078,-34.3028,66.0187,568.741,954.811,30.2367
3687534454349,-0.48335,-0.478564,0.579063,-1.34619,-0.687834,0.0177151,2.63081,-37.4306,64.221,568.213,954.83,30.2322
3687615295411,-0.473778,-0.66999,0.598205,-1.56809,-0.584903,-0.00442877,4.20929,-42.7799,61.6925,568.108,954.921,30.2278
3687696075450,-0.464207,-0.708275,0.607777,-1.70935,-0.500299,0.00213803,5.94855,-47.0769,59.0909,565.53,955.015,30.2367
3687781555180,-0.473778,-0.870987,0.617348,-1.80358,-0.419664,0.0302378,7.14703,-50.4969,54.487,564.389,955.198,30.2367
3687862365723,-0.502492,-0.851844,0.531206,-1.91751,-0.351858,0.0803288,8.18474,-54.677,50.19,563.586,955.402,30.2367
3687943176280,-0.488136,-0.736989,0.48335,-2.05602,-0.29856,0.127976,8.88629,-58.0386,43.7007,563.037,955.524,30.2322
3688028717046,-0.526421,-0.698704,0.44985,-2.1391,-0.257632,0.169668,8.49166,-60.3917,36.8167,561.252,955.615,30.2367
3688109588626,-0.526421,-0.646062,0.401994,-2.29074,-0.226173,0.20296,8.30167,-61.8532,29.6112,559.836,955.841,30.2278
3688190399183,-0.550349,-0.488136,0.40678,-2.37581,-0.211818,0.220064,8.33089,-62.9786,20.9296,558.325,956.014,30.2367
3688271240244,-0.59342,-0.445065,0.287138,-2.41506,-0.194866,0.210748,7.24934,-62.131,11.8971,556.276,956.199,30.2278
3688357727055,-0.598205,-0.40678,0.421136,-2.46179,-0.175929,0.182343,7.42473,-60.2163,3.2739,554.85,956.503,30.2322
