# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Air temperature (°C),Air pressure (mbar),Simulation time step (s),Apogee (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
158.645,364.34,-5.662,-0.06,13.161,970.462,0.205,2238.13
158.805,363.431,-5.669,-0.046,13.169,970.597,0.16,2238.13
159.118,361.653,-5.678,-0.028,13.175,970.704,0.313,2238.13
159.316,360.534,-5.65,0.142,13.187,970.912,0.198,2238.13
159.479,359.609,-5.663,-0.08,13.194,971.043,0.164,2238.13
159.892,357.274,-5.666,-0.007,13.2,971.151,0.412,2238.13
160.32,354.842,-5.68,-0.034,13.215,971.425,0.429,2238.13
160.82,352.005,-5.671,0.02,13.231,971.709,0.5,2238.13
161.32,349.169,-5.672,-0.002,13.25,972.042,0.5,2238.13
161.82,346.333,-5.674,-0.004,13.268,972.373,0.5,2238.13
162.32,343.497,-5.669,0.009,13.287,972.706,0.5,2238.13
162.82,340.666,-5.655,0.028,13.305,973.037,0.5,2238.13
163.309,337.895,-5.682,-0.054,13.324,973.369,0.489,2238.13
163.604,336.228,-5.624,0.196,13.342,973.693,0.295,2238.13
163.782,335.222,-5.652,-0.157,13.353,973.888,0.178,2238.13
163.916,334.464,-5.651,0.005,13.36,974.006,0.134,2238.13
164.416,331.642,-5.637,0.029,13.365,974.095,0.5,2238.13
164.587,330.681,-5.634,0.015,13.383,974.425,0.171,2238.13
164.815,329.397,-5.653,-0.082,13.389,974.538,0.227,2238.13
165.135,327.585,-5.67,-0.052,13.398,974.688,0.32,2238.13
165.635,324.753,-5.658,0.022,13.41,974.9,0.5,2238.13
166.079,322.236,-5.664,-0.013,13.428,975.232,0.444,2238.13
166.579,319.404,-5.667,-0.006,13.445,975.526,0.5,2238.13
167.079,316.571,-5.664,0.007,13.463,975.858,0.5,2238.13
167.579,313.74,-5.66,0.007,13.482,976.19,0.5,2238.13
168.079,310.909,-5.664,-0.009,13.5,976.521,0.5,2238.13
168.579,308.077,-5.661,0.006,13.519,976.853,0.5,2238.13
169.079,305.247,-5.66,0.003,13.537,977.184,0.5,2238.13
169.579,302.417,-5.659,0.001,13.556,977.515,0.5,2238.13
170.079,299.593,-5.637,0.045,13.575,977.847,0.5,2238.13
170.579,296.778,-5.623,0.029,13.593,978.177,0.5,2238.13
170.731,295.922,-5.617,0.036,13.612,978.507,0.152,2238.13
170.942,294.745,-5.583,0.161,13.617,978.607,0.21,2238.13
171.22,293.19,-5.61,-0.094,13.625,978.745,0.278,2238.13
171.388,292.239,-5.638,-0.167,13.635,978.927,0.169,2238.13
171.749,290.203,-5.656,-0.051,13.641,979.038,0.361,2238.13
172.249,287.375,-5.658,-0.004,13.655,979.276,0.5,2238.13
172.749,284.55,-5.643,0.029,13.673,979.608,0.5,2238.13
173.249,281.723,-5.664,-0.041,13.692,979.938,0.5,2238.13
173.663,279.383,-5.631,0.079,13.71,980.269,0.414,2238.13
174.063,277.127,-5.663,-0.081,13.725,980.543,0.399,2238.13
174.563,274.3,-5.646,0.036,13.74,980.807,0.5,2238.13
175.011,271.772,-5.64,0.013,13.759,981.138,0.448,2238.13
175.475,269.15,-5.66,-0.044,13.775,981.434,0.464,2238.13
175.937,266.544,-5.627,0.071,13.792,981.741,0.462,2238.13
176.402,263.918,-5.665,-0.082,13.81,982.046,0.465,2238.13
176.902,261.093,-5.634,0.063,13.827,982.354,0.5,2238.13
177.402,258.269,-5.661,-0.054,13.845,982.684,0.5,2238.13
177.902,255.444,-5.639,0.043,13.864,983.015,0.5,2238.13
178.402,252.621,-5.655,-0.031,13.882,983.346,0.5,2238.13
178.902,249.8,-5.63,0.049,13.901,983.676,0.5,2238.13
179.367,247.175,-5.653,-0.048,13.919,984.006,0.465,2238.13
179.686,245.374,-5.627,0.08,13.936,984.314,0.319,2238.13
179.903,244.151,-5.639,-0.055,13.948,984.525,0.217,2238.13
180.215,242.394,-5.644,-0.017,13.956,984.668,0.311,2238.13
180.715,239.572,-5.645,-0.001,13.968,984.873,0.5,2238.13
181.215,236.75,-5.641,0.007,13.986,985.204,0.5,2238.13
181.715,233.936,-5.613,0.056,14.005,985.534,0.5,2238.13
182.042,232.097,-5.643,-0.091,14.023,985.864,0.327,2238.13
182.542,229.276,-5.639,0.009,14.035,986.079,0.5,2238.13
183.042,226.456,-5.642,-0.007,14.054,986.409,0.5,2238.13
183.542,223.636,-5.636,0.012,14.072,986.739,0.5,2238.13
184.042,220.819,-5.634,0.004,14.091,987.069,0.5,2238.13
184.542,218,-5.64,-0.011,14.109,987.399,0.5,2238.13
185.042,215.184,-5.626,0.028,14.128,987.729,0.5,2238.13
185.513,212.53,-5.64,-0.03,14.146,988.059,0.471,2238.13
186.013,209.712,-5.634,0.012,14.163,988.37,0.5,2238.13
186.513,206.895,-5.633,0.002,14.182,988.699,0.5,2238.13
187.013,204.079,-5.634,-0.002,14.2,989.029,0.5,2238.13
187.513,201.262,-5.633,0.002,14.219,989.359,0.5,2238.13
187.927,198.934,-5.616,0.04,14.237,989.689,0.414,2238.13
188.098,197.974,-5.607,0.054,14.252,989.961,0.171,2238.13
188.253,197.101,-5.619,-0.081,14.259,990.074,0.155,2238.13
188.521,195.597,-5.618,0.004,14.264,990.176,0.268,2238.13
188.894,193.498,-5.635,-0.043,14.274,990.352,0.373,2238.13
189.394,190.685,-5.617,0.035,14.288,990.598,0.5,2238.13
189.894,187.871,-5.639,-0.043,14.306,990.927,0.5,2238.13
190.394,185.055,-5.621,0.035,14.325,991.256,0.5,2238.13
190.767,182.966,-5.583,0.102,14.343,991.586,0.373,2238.13
191.084,181.186,-5.63,-0.145,14.357,991.831,0.317,2238.13
191.288,180.043,-5.617,0.064,14.369,992.039,0.203,2238.13
191.567,178.474,-5.626,-0.032,14.376,992.173,0.279,2238.13
192.067,175.662,-5.624,0.002,14.386,992.356,0.5,2238.13
192.464,173.431,-5.613,0.029,14.405,992.686,0.397,2238.13
192.815,171.46,-5.628,-0.042,14.419,992.947,0.351,2238.13
193.189,169.355,-5.617,0.029,14.432,993.178,0.374,2238.13
193.502,167.594,-5.621,-0.014,14.446,993.424,0.313,2238.13
194.002,164.786,-5.61,0.023,14.458,993.63,0.5,2238.13
194.502,161.976,-5.633,-0.046,14.476,993.959,0.5,2238.13
194.914,159.666,-5.599,0.083,14.495,994.288,0.411,2238.13
195.414,156.857,-5.635,-0.073,14.51,994.558,0.5,2238.13
195.913,154.051,-5.604,0.063,14.528,994.887,0.499,2238.13
196.19,152.501,-5.599,0.018,14.546,995.216,0.277,2238.13
196.352,151.595,-5.609,-0.065,14.557,995.397,0.162,2238.13
196.852,148.786,-5.627,-0.036,14.563,995.503,0.5,2238.13
197.352,145.976,-5.612,0.03,14.581,995.832,0.5,2238.13
197.852,143.17,-5.613,-0.002,14.599,996.161,0.5,2238.13
198.352,140.364,-5.613,-0.001,14.618,996.489,0.5,2238.13
198.852,137.555,-5.619,-0.011,14.636,996.818,0.5,2238.13
199.306,135.005,-5.597,0.048,14.654,997.147,0.455,2238.13
199.806,132.211,-5.58,0.035,14.671,997.445,0.5,2238.13
199.987,131.202,-5.585,-0.029,14.69,997.772,0.181,2238.13
200.154,130.267,-5.602,-0.099,14.696,997.89,0.167,2238.13
200.548,128.056,-5.619,-0.044,14.702,998,0.394,2238.13
201.048,125.249,-5.609,0.019,14.717,998.259,0.5,2238.13
201.387,123.355,-5.585,0.072,14.735,998.587,0.338,2238.13
201.665,121.797,-5.612,-0.095,14.748,998.809,0.278,2238.13
202.165,118.992,-5.608,0.007,14.758,998.991,0.5,2238.13
202.665,116.186,-5.614,-0.011,14.776,999.32,0.5,2238.13
203.165,113.381,-5.606,0.015,14.794,999.648,0.5,2238.13
203.665,110.578,-5.607,-0.001,14.813,999.977,0.5,2238.13
204.165,107.774,-5.609,-0.004,14.831,1000.3,0.5,2238.13
204.665,104.97,-5.609,-0,14.85,1000.63,0.5,2238.13
205.165,102.169,-5.596,0.025,14.868,1000.96,0.5,2238.13
205.665,99.37,-5.6,-0.008,14.886,1001.29,0.5,2238.13
205.859,98.288,-5.573,0.137,14.905,1001.62,0.194,2238.13
206.105,96.915,-5.588,-0.059,14.912,1001.74,0.246,2238.13
206.488,94.77,-5.609,-0.054,14.921,1001.9,0.383,2238.13
206.988,91.968,-5.6,0.018,14.935,1002.15,0.5,2238.13
207.33,90.057,-5.551,0.142,14.953,1002.48,0.343,2238.13
207.626,88.412,-5.598,-0.161,14.966,1002.71,0.295,2238.13
207.823,87.305,-5.595,0.015,14.976,1002.9,0.198,2238.13
207.999,86.324,-5.599,-0.022,14.984,1003.03,0.175,2238.13
208.384,84.166,-5.604,-0.012,14.99,1003.14,0.385,2238.13
208.884,81.365,-5.601,0.005,15.004,1003.4,0.5,2238.13
209.203,79.583,-5.563,0.119,15.023,1003.73,0.319,2238.13
209.657,77.047,-5.605,-0.092,15.034,1003.93,0.454,2238.13
210.027,74.977,-5.597,0.021,15.051,1004.23,0.369,2238.13
210.288,73.518,-5.585,0.048,15.064,1004.47,0.261,2238.13
210.552,72.04,-5.598,-0.052,15.074,1004.64,0.264,2238.13
210.907,70.056,-5.587,0.032,15.084,1004.82,0.355,2238.13
211.407,67.258,-5.606,-0.038,15.097,1005.05,0.5,2238.13
211.844,64.815,-5.576,0.069,15.115,1005.38,0.437,2238.13
212.344,62.018,-5.611,-0.07,15.131,1005.66,0.5,2238.13
212.844,59.219,-5.583,0.055,15.149,1005.99,0.5,2238.13
213.202,57.219,-5.578,0.016,15.168,1006.32,0.358,2238.13
213.491,55.607,-5.595,-0.061,15.181,1006.55,0.288,2238.13
213.991,52.811,-5.589,0.012,15.191,1006.74,0.5,2238.13
214.491,50.014,-5.597,-0.016,15.21,1007.07,0.5,2238.13
214.991,47.218,-5.587,0.021,15.228,1007.39,0.5,2238.13
215.491,44.423,-5.596,-0.018,15.246,1007.72,0.5,2238.13
215.991,41.627,-5.588,0.016,15.265,1008.05,0.5,2238.13
216.213,40.389,-5.526,0.278,15.283,1008.38,0.223,2238.13
216.338,39.697,-5.551,-0.197,15.291,1008.52,0.125,2238.13
216.576,38.373,-5.583,-0.138,15.296,1008.6,0.238,2238.13
216.741,37.456,-5.575,0.048,15.304,1008.76,0.164,2238.13
217.241,34.674,-5.55,0.051,15.31,1008.87,0.5,2238.13
217.51,33.178,-5.585,-0.129,15.328,1009.19,0.269,2238.13
217.99,30.493,-5.592,-0.015,15.338,1009.37,0.48,2238.13
218.49,27.699,-5.583,0.018,15.356,1009.68,0.5,2238.13
218.895,25.441,-5.574,0.021,15.374,1010.01,0.405,2238.13
219.381,22.726,-5.596,-0.045,15.389,1010.27,0.486,2238.13
219.881,19.937,-5.56,0.073,15.407,1010.59,0.5,2238.13
220.381,17.146,-5.603,-0.087,15.425,1010.92,0.5,2238.13
220.881,14.356,-5.559,0.089,15.443,1011.24,0.5,2238.13
221.35,11.738,-5.597,-0.081,15.462,1011.57,0.469,2238.13
221.694,9.817,-5.564,0.096,15.479,1011.88,0.344,2238.13
221.851,8.948,-5.563,0.008,15.491,1012.1,0.156,2238.13
222.091,7.608,-5.576,-0.054,15.497,1012.2,0.241,2238.13
222.281,6.552,-5.575,0.001,15.506,1012.36,0.189,2238.13
222.781,3.767,-5.565,0.022,15.513,1012.48,0.5,2238.13
223.281,0.979,-5.588,-0.047,15.531,1012.81,0.5,2238.13
# Event GROUND_HIT occurred at t=223.456 seconds
# Event SIMULATION_END occurred at t=223.456 seconds
223.456,0,-5.576,0.065,15.549,1013.13,0.175,2238.13
