# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Air temperature (°C),Air pressure (mbar),Simulation time step (s),Apogee (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0,0,0,5.893,856.1,0.01,0
# Event LIFTOFF occurred at t=0.02 seconds
40.913,2052.05,-16.301,0.00963945,-7.551,660.3,0.5,nan
41.413,2043.9,-16.2948,0.0108917,-7.498,661,0.5,nan
41.913,2035.75,-16.287,0.0126785,-7.445,661.7,0.5,nan
42.413,2027.61,-16.2816,0.0120512,-7.392,662.4,0.5,nan
42.913,2019.47,-16.2736,0.0131623,-7.339,663.1,0.5,nan
43.413,2011.34,-16.2641,0.0149458,-7.286,663.8,0.5,nan
43.913,2003.21,-16.2582,0.0138674,-7.233,664.6,0.5,nan
44.413,1995.08,-16.2509,0.0139164,-7.18,665.3,0.5,nan
44.913,1986.96,-16.2434,0.0141847,-7.127,666,0.5,nan
45.413,1978.84,-16.236,0.0144451,-7.075,666.7,0.5,nan
45.913,1970.72,-16.2298,0.0137816,-7.022,667.4,0.5,nan
46.413,1962.61,-16.2224,0.0140681,-6.969,668.1,0.5,nan
46.913,1954.5,-16.2146,0.0145191,-6.916,668.8,0.5,nan
47.413,1946.4,-16.2081,0.0140958,-6.863,669.5,0.5,nan
47.913,1938.3,-16.2003,0.0145369,-6.811,670.2,0.5,nan
48.413,1930.19,-16.195,0.0133655,-6.758,670.9,0.5,nan
48.913,1922.1,-16.1857,0.0150749,-6.705,671.6,0.5,nan
49.413,1914.01,-16.1815,0.013,-6.653,672.3,0.5,nan
49.913,1905.92,-16.1743,0.0132982,-6.6,673,0.5,nan
50.413,1897.83,-16.1672,0.0135778,-6.548,673.7,0.5,nan
50.913,1889.75,-16.1611,0.0130758,-6.495,674.4,0.5,nan
51.413,1881.67,-16.1537,0.0135837,-6.442,675.1,0.5,nan
51.913,1873.6,-16.1448,0.0150663,-6.39,675.8,0.5,nan
52.413,1865.53,-16.1399,0.0134101,-6.337,676.5,0.5,nan
52.913,1857.46,-16.1301,0.0153123,-6.285,677.2,0.5,nan
53.413,1849.4,-16.1252,0.0137158,-6.232,677.9,0.5,nan
53.913,1841.33,-16.1201,0.0124825,-6.18,678.6,0.5,nan
54.413,1833.28,-16.1111,0.0141223,-6.128,679.3,0.5,nan
54.913,1825.22,-16.1066,0.012476,-6.075,680,0.5,nan
55.413,1817.17,-16.1003,0.0124556,-6.023,680.7,0.5,nan
55.913,1809.12,-16.0911,0.0143118,-5.97,681.4,0.5,nan
56.413,1801.08,-16.0864,0.0128347,-5.918,682.1,0.5,nan
56.913,1793.04,-16.0788,0.0136055,-5.866,682.8,0.5,nan
57.413,1785,-16.0736,0.0125886,-5.814,683.5,0.5,nan
57.913,1776.96,-16.0672,0.0127052,-5.761,684.2,0.5,nan
58.413,1768.93,-16.0601,0.0131661,-5.709,684.9,0.5,nan
58.913,1760.9,-16.0524,0.0139084,-5.657,685.6,0.5,nan
59.413,1752.88,-16.0477,0.0125451,-5.605,686.3,0.5,nan
59.913,1744.86,-16.0366,0.0155864,-5.552,687,0.5,nan
60.413,1736.84,-16.0328,0.0131506,-5.5,687.7,0.5,nan
60.913,1728.82,-16.027,0.0125043,-5.448,688.4,0.5,nan
61.413,1720.81,-16.0207,0.0125037,-5.396,689.1,0.5,nan
61.913,1712.8,-16.014,0.0127698,-5.344,689.8,0.5,nan
62.413,1704.8,-16.0072,0.0130885,-5.292,690.5,0.5,nan
62.913,1696.8,-16.0019,0.0122854,-5.24,691.2,0.5,nan
63.413,1688.8,-15.9949,0.0128659,-5.188,691.9,0.5,nan
63.913,1680.8,-15.9897,0.0120824,-5.136,692.6,0.5,nan
64.413,1672.81,-15.9833,0.012232,-5.084,693.3,0.500004,nan
64.913,1664.82,-15.976,0.0129806,-5.032,694,0.5,nan
65.413,1656.83,-15.9688,0.0134329,-4.98,694.7,0.5,nan
65.913,1648.85,-15.9628,0.0129228,-4.928,695.4,0.5,nan
66.413,1640.87,-15.9535,0.0148196,-4.876,696.1,0.5,nan
66.913,1632.9,-15.9462,0.014882,-4.824,696.8,0.5,nan
67.413,1624.92,-15.9419,0.0129056,-4.772,697.4,0.5,nan
67.913,1616.96,-15.9337,0.0139493,-4.72,698.1,0.5,nan
68.413,1608.99,-15.93,0.0117421,-4.669,698.8,0.5,nan
68.913,1601.03,-15.9225,0.0127844,-4.617,699.5,0.5,nan
69.413,1593.06,-15.9177,0.0117336,-4.565,700.2,0.5,nan
69.913,1585.11,-15.9117,0.0117986,-4.513,700.9,0.5,nan
70.413,1577.15,-15.905,0.0123157,-4.461,701.6,0.5,nan
70.913,1569.2,-15.8981,0.0128556,-4.41,702.4,0.5,nan
71.413,1561.26,-15.8899,0.014152,-4.358,703.1,0.5,nan
71.913,1553.31,-15.8858,0.012169,-4.306,703.8,0.5,nan
72.413,1545.37,-15.8796,0.0122281,-4.255,704.5,0.5,nan
72.913,1537.43,-15.8728,0.0126221,-4.203,705.3,0.5,nan
73.413,1529.5,-15.8663,0.0127566,-4.151,706,0.5,nan
73.913,1521.57,-15.8584,0.0137043,-4.1,706.7,0.5,nan
74.413,1513.64,-15.8516,0.0137201,-4.048,707.4,0.5,nan
74.913,1505.72,-15.845,0.0135234,-3.997,708.2,0.5,nan
75.413,1497.79,-15.8383,0.0134265,-3.945,708.9,0.5,nan
75.913,1489.88,-15.8328,0.0126802,-3.894,709.6,0.5,nan
76.413,1481.96,-15.8264,0.0127642,-3.842,710.3,0.5,nan
76.913,1474.05,-15.8195,0.013027,-3.791,711.1,0.5,nan
77.413,1466.14,-15.8132,0.012928,-3.739,711.8,0.5,nan
77.913,1458.24,-15.8056,0.0136656,-3.688,712.5,0.5,nan
78.413,1450.34,-15.797,0.0148823,-3.636,713.2,0.5,nan
78.913,1442.44,-15.7918,0.0135283,-3.585,714,0.5,nan
79.413,1434.54,-15.7866,0.0124214,-3.534,714.7,0.5,nan
79.913,1426.65,-15.78,0.0125099,-3.482,715.4,0.5,nan
80.413,1418.76,-15.7741,0.0123284,-3.431,716.1,0.5,nan
80.913,1410.88,-15.7671,0.0128638,-3.38,716.9,0.5,nan
81.413,1403,-15.7613,0.0124967,-3.328,717.6,0.5,nan
81.913,1395.12,-15.7477,0.0172755,-3.277,718.3,0.5,nan
82.413,1387.24,-15.7469,0.0123971,-3.226,719,0.5,nan
82.913,1379.37,-15.7408,0.0121979,-3.175,719.7,0.5,nan
83.413,1371.51,-15.7338,0.0126921,-3.124,720.5,0.5,nan
83.913,1363.64,-15.729,0.0116742,-3.072,721.2,0.5,nan
84.413,1355.78,-15.7234,0.0116411,-3.021,721.9,0.5,nan
84.913,1347.91,-15.7174,0.011739,-2.97,722.6,0.5,nan
85.413,1340.06,-15.7098,0.0129297,-2.919,723.3,0.5,nan
85.913,1332.21,-15.7039,0.0125391,-2.868,724.1,0.5,nan
86.413,1324.35,-15.6981,0.0122577,-2.817,724.8,0.5,nan
86.913,1316.51,-15.6918,0.0123151,-2.766,725.5,0.5,nan
87.413,1308.66,-15.6854,0.0124993,-2.715,726.2,0.5,nan
87.913,1300.82,-15.6773,0.0137454,-2.664,726.9,0.5,nan
88.413,1292.98,-15.6726,0.0123227,-2.613,727.6,0.5,nan
88.913,1285.15,-15.6669,0.0119711,-2.562,728.4,0.5,nan
89.413,1277.32,-15.6606,0.0121007,-2.511,729.1,0.5,nan
89.913,1269.49,-15.6546,0.0120946,-2.46,729.8,0.5,nan
90.413,1261.66,-15.6486,0.012061,-2.409,730.5,0.5,nan
90.913,1253.84,-15.6427,0.0119796,-2.358,731.2,0.5,nan
91.413,1246.02,-15.6363,0.0121658,-2.307,731.9,0.5,nan
91.913,1238.21,-15.6292,0.0128485,-2.256,732.7,0.5,nan
92.413,1230.39,-15.6217,0.0135846,-2.206,733.4,0.5,nan
92.913,1222.58,-15.6163,0.0126347,-2.155,734.1,0.5,nan
93.413,1214.78,-15.6102,0.0124982,-2.104,734.8,0.5,nan
93.913,1206.97,-15.6042,0.0123209,-2.053,735.5,0.5,nan
94.413,1199.17,-15.5983,0.012147,-2.003,736.2,0.5,nan
94.913,1191.37,-15.5919,0.012391,-1.952,736.9,0.5,nan
95.413,1183.58,-15.5869,0.0116872,-1.901,737.7,0.5,nan
95.913,1175.79,-15.5768,0.014499,-1.85,738.4,0.5,nan
96.413,1168,-15.5741,0.0116489,-1.8,739.1,0.5,nan
96.913,1160.22,-15.5665,0.0127542,-1.749,739.8,0.5,nan
97.413,1152.43,-15.5628,0.0110898,-1.698,740.5,0.5,nan
97.913,1144.65,-15.5561,0.011712,-1.648,741.2,0.5,nan
98.413,1136.88,-15.5507,0.0114287,-1.597,741.9,0.5,nan
98.913,1129.1,-15.5448,0.0116023,-1.547,742.6,0.5,nan
99.413,1121.33,-15.539,0.0116246,-1.496,743.4,0.5,nan
99.913,1113.56,-15.5316,0.0127367,-1.446,744.1,0.5,nan
100.413,1105.8,-15.5269,0.0116432,-1.395,744.8,0.5,nan
100.913,1098.04,-15.5207,0.0118597,-1.345,745.5,0.5,nan
101.413,1090.28,-15.5147,0.0119096,-1.294,746.2,0.5,nan
101.913,1082.52,-15.5077,0.0125065,-1.244,746.9,0.5,nan
102.413,1074.77,-15.5026,0.011851,-1.193,747.7,0.5,nan
102.913,1067.02,-15.4934,0.0139224,-1.143,748.4,0.5,nan
103.413,1059.28,-15.4877,0.0132363,-1.093,749.2,0.5,nan
103.913,1051.53,-15.4838,0.0114897,-1.042,749.9,0.5,nan
104.413,1043.79,-15.4779,0.0115241,-0.992,750.6,0.5,nan
104.913,1036.05,-15.4719,0.0116637,-0.941,751.4,0.5,nan
105.413,1028.32,-15.4653,0.012199,-0.891,752.1,0.5,nan
105.913,1020.59,-15.4561,0.0141764,-0.841,752.9,0.5,nan
106.413,1012.86,-15.4522,0.0122127,-0.791,753.6,0.5,nan
106.913,1005.14,-15.4464,0.0119599,-0.74,754.4,0.5,nan
107.413,997.416,-15.4407,0.0117076,-0.69,755.1,0.5,nan
107.913,989.697,-15.4345,0.0118713,-0.64,755.9,0.5,nan
108.413,981.983,-15.4271,0.0128229,-0.59,756.6,0.5,nan
108.913,974.273,-15.4185,0.0142949,-0.54,757.3,0.5,nan
109.413,966.562,-15.4152,0.0118156,-0.489,758.1,0.5,nan
109.913,958.856,-15.409,0.0118234,-0.439,758.8,0.5,nan
110.413,951.155,-15.4011,0.0131331,-0.389,759.6,0.5,nan
110.913,943.454,-15.3968,0.0117047,-0.339,760.3,0.5,nan
111.413,935.757,-15.3908,0.0118247,-0.289,761.1,0.5,nan
111.913,928.063,-15.3844,0.0123158,-0.239,761.8,0.5,nan
112.413,920.372,-15.3791,0.0117729,-0.189,762.5,0.5,nan
112.913,912.683,-15.374,0.0112891,-0.139,763.3,0.5,nan
113.413,905,-15.3658,0.0129231,-0.089,764,0.5,nan
113.913,897.317,-15.3613,0.0116888,-0.039,764.8,0.5,nan
114.413,889.637,-15.3555,0.0115479,0.011,765.5,0.5,nan
114.913,881.961,-15.3498,0.0116045,0.061,766.2,0.5,nan
115.413,874.289,-15.3427,0.0124572,0.111,767,0.5,nan
115.913,866.62,-15.3355,0.013066,0.161,767.7,0.5,nan
116.413,858.952,-15.3305,0.0121219,0.211,768.5,0.5,nan
116.913,851.287,-15.3257,0.0113367,0.26,769.2,0.5,nan
117.413,843.627,-15.3193,0.0117517,0.31,769.9,0.5,nan
117.913,835.97,-15.3121,0.0124942,0.36,770.7,0.5,nan
118.413,828.314,-15.3072,0.0115616,0.41,771.4,0.5,nan
118.913,820.663,-15.3009,0.0119842,0.46,772.1,0.5,nan
119.413,813.015,-15.2936,0.0128061,0.509,772.9,0.5,nan
119.913,805.367,-15.2897,0.0112276,0.559,773.6,0.5,nan
120.413,797.724,-15.2838,0.0114429,0.609,774.4,0.5,nan
120.913,790.087,-15.2741,0.0140305,0.659,775.1,0.5,nan
121.413,782.448,-15.2704,0.0120293,0.708,775.8,0.5,nan
121.913,774.813,-15.2667,0.0105055,0.758,776.6,0.5,nan
122.413,767.182,-15.2604,0.0110393,0.808,777.3,0.5,nan
122.913,759.554,-15.2543,0.0114111,0.857,778,0.5,nan
123.413,751.928,-15.2481,0.0118276,0.907,778.8,0.5,nan
123.913,744.305,-15.2432,0.0111472,0.956,779.5,0.5,nan
124.413,736.684,-15.2381,0.0108283,1.006,780.2,0.5,nan
124.913,729.066,-15.2326,0.0108596,1.056,781,0.5,nan
125.413,721.455,-15.2232,0.0135356,1.105,781.7,0.5,nan
125.913,713.842,-15.2195,0.0115931,1.155,782.4,0.5,nan
126.413,706.234,-15.2141,0.0112049,1.204,783.2,0.5,nan
126.913,698.628,-15.2091,0.0107032,1.254,783.9,0.5,nan
127.413,691.029,-15.1994,0.0134218,1.303,784.6,0.5,nan
127.913,683.428,-15.1957,0.0115347,1.352,785.4,0.5,nan
128.413,675.833,-15.1887,0.0122352,1.402,786.1,0.499992,nan
128.913,668.238,-15.185,0.0107705,1.451,786.8,0.5,nan
129.413,660.646,-15.1805,0.0101701,1.501,787.6,0.5,nan
129.913,653.058,-15.1744,0.010704,1.55,788.3,0.5,nan
130.413,645.477,-15.1643,0.0138659,1.599,789,0.5,nan
130.913,637.891,-15.1625,0.0107361,1.649,789.7,0.5,nan
131.413,630.31,-15.158,0.0101181,1.698,790.5,0.5,nan
131.913,622.737,-15.1484,0.0129853,1.747,791.2,0.5,nan
132.413,615.161,-15.1457,0.0106889,1.796,791.9,0.5,nan
132.913,607.59,-15.1394,0.01126,1.846,792.7,0.5,nan
133.413,600.021,-15.135,0.0104555,1.895,793.4,0.5,nan
133.913,592.454,-15.1298,0.0103828,1.944,794.1,0.5,nan
134.413,584.894,-15.1213,0.0125165,1.993,794.9,0.5,nan
134.913,577.331,-15.1185,0.0104466,2.043,795.6,0.5,nan
135.413,569.774,-15.1126,0.0108225,2.092,796.4,0.5,nan
135.913,562.221,-15.1045,0.0126357,2.141,797.1,0.5,nan
136.413,554.671,-15.0977,0.0130021,2.19,797.9,0.5,nan
136.913,547.12,-15.095,0.0105972,2.239,798.7,0.5,nan
137.413,539.576,-15.0885,0.0111878,2.288,799.4,0.5,nan
137.913,532.033,-15.0833,0.0108544,2.337,800.2,0.5,nan
138.413,524.493,-15.0776,0.0110255,2.386,801,0.5,nan
138.913,516.956,-15.0714,0.011432,2.435,801.7,0.5,nan
139.413,509.421,-15.0659,0.0114106,2.484,802.5,0.5,nan
139.913,501.89,-15.06,0.0115682,2.533,803.3,0.5,nan
140.413,494.361,-15.0544,0.0114181,2.582,804,0.5,nan
140.913,486.835,-15.049,0.0112246,2.631,804.8,0.5,nan
141.413,479.312,-15.043,0.0114782,2.68,805.5,0.5,nan
141.913,471.793,-15.0366,0.0118354,2.729,806.3,0.5,nan
142.413,464.276,-15.0306,0.011894,2.778,807.1,0.5,nan
142.913,456.764,-15.0231,0.01283,2.827,807.8,0.5,nan
143.413,449.251,-15.0193,0.0112132,2.876,808.6,0.5,nan
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=143.414 seconds
143.913,441.744,-15.0135,0.011264,2.925,809.3,0.5,nan
143.923,457.942,5.53566,19.4315,2.973,810.1,0.0100098,nan
143.926,460.393,11.4628,27.3446,2.974,810.1,0.00299072,nan
143.928,460.179,13.7064,31.2414,2.975,810.1,0.0019989,nan
143.931,459.111,14.4386,33.143,2.975,810.1,0.00300598,nan
143.935,457.869,14.5684,34.0803,2.975,810.1,0.0039978,nan
143.938,456.659,14.3992,34.5219,2.975,810.1,0.00300598,nan
143.941,455.568,14.1223,34.6899,2.976,810.1,0.00299072,nan
143.944,454.594,13.7946,34.6826,2.976,810.1,0.00300598,nan
143.948,453.735,13.4732,34.5531,2.976,810.2,0.0039978,nan
143.951,452.941,13.094,34.3272,2.977,810.2,0.00300598,nan
143.955,452.23,12.7386,34.033,2.977,810.2,0.0039978,nan
143.959,451.571,12.369,33.6787,2.977,810.2,0.0039978,nan
143.963,450.957,11.9907,33.2784,2.978,810.2,0.0039978,nan
143.967,450.381,11.6049,32.8399,2.978,810.2,0.0039978,nan
143.971,449.836,11.2127,32.3696,2.978,810.2,0.0039978,nan
143.976,449.328,10.8465,31.8719,2.979,810.2,0.00500488,nan
143.981,448.838,10.4712,31.3483,2.979,810.2,0.00500488,nan
143.986,448.366,10.0888,30.8038,2.979,810.2,0.00498962,nan
143.991,447.909,9.70201,30.2423,2.98,810.2,0.00500488,nan
143.996,447.466,9.31109,29.6664,2.98,810.2,0.00500488,nan
144.002,447.044,8.94468,29.0774,2.981,810.2,0.0059967,nan
144.007,446.62,8.54278,28.4746,2.981,810.2,0.00500488,nan
144.014,446.222,8.19446,27.8632,2.981,810.2,0.00700378,nan
144.02,445.819,7.80975,27.2391,2.982,810.2,0.0059967,nan
144.027,445.43,7.44769,26.6071,2.982,810.2,0.00698853,nan
144.034,445.044,7.08061,25.9672,2.983,810.3,0.00700378,nan
144.042,444.669,6.73448,25.3205,2.983,810.3,0.00801086,nan
144.05,444.294,6.38145,24.6665,2.984,810.3,0.00799561,nan
144.058,443.921,6.02343,24.0068,2.984,810.3,0.00799561,nan
144.067,443.556,5.68497,23.3428,2.985,810.3,0.00900269,nan
144.077,443.197,5.36421,22.6747,2.986,810.3,0.00999451,nan
144.087,442.837,5.03753,22.0019,2.986,810.3,0.0100098,nan
144.099,442.486,4.74758,21.3251,2.987,810.3,0.0119934,nan
144.11,442.127,4.42867,20.643,2.988,810.3,0.0110016,nan
144.123,441.775,4.14445,19.9579,2.988,810.3,0.0130005,nan
144.137,441.423,3.8706,19.268,2.989,810.4,0.0139923,nan
144.153,441.074,3.62643,18.5748,2.99,810.4,0.0160065,nan
144.17,440.724,3.38978,17.877,2.991,810.4,0.0169983,nan
144.188,440.37,3.15796,17.1728,2.992,810.4,0.0180054,nan
144.209,440.019,2.96378,16.4638,2.993,810.4,0.0209961,nan
144.232,439.666,2.78702,15.7494,2.994,810.4,0.022995,nan
144.257,439.311,2.6257,15.0298,2.995,810.5,0.0250092,nan
144.286,438.961,2.50686,14.3067,2.997,810.5,0.0289917,nan
144.32,438.607,2.42907,13.5705,2.998,810.5,0.0340118,nan
144.36,438.251,2.39594,12.8195,3,810.5,0.0399933,nan
144.407,437.897,2.4093,12.0523,3.002,810.6,0.0469971,nan
144.462,437.546,2.4671,11.2666,3.004,810.6,0.0550079,nan
144.534,437.21,2.63509,10.4498,3.007,810.6,0.071991,nan
144.624,436.886,2.87107,9.58239,3.01,810.7,0.0899963,nan
144.747,436.59,3.22526,8.62923,3.014,810.7,0.123001,nan
144.894,436.327,3.55186,7.59174,3.019,810.8,0.147003,nan
145.223,436.326,4.39523,6.2038,3.025,810.9,0.32901,nan
145.708,436.089,4.47955,4.24787,3.038,811.1,0.484985,nan
146.095,434.882,3.16598,2.33113,3.057,811.4,0.387009,nan
146.495,433.033,1.28764,0.638981,3.073,811.7,0.399994,nan
146.995,430.114,-1.12663,-0.765638,3.088,811.9,0.5,nan
147.495,426.221,-3.6481,-1.71216,3.108,812.2,0.5,nan
147.928,422.721,-5.29463,-1.96307,3.128,812.5,0.432999,nan
148.428,418.477,-6.84446,-2.03913,3.145,812.8,0.5,nan
148.928,414.416,-7.71989,-1.75381,3.165,813.1,0.5,nan
149.398,410.961,-7.94143,-1.27781,3.185,813.4,0.470001,nan
149.74,409.234,-7.37459,-0.625228,3.203,813.7,0.34201,nan
150.24,405.417,-7.59287,-0.5103,3.217,813.9,0.5,nan
150.692,402.566,-7.28945,-0.205837,3.237,814.2,0.451996,nan
151.192,399.301,-7.06289,-0.0263067,3.255,814.5,0.5,nan
151.692,396.249,-6.73771,0.130952,3.274,814.8,0.5,nan
152.192,393.324,-6.40317,0.239212,3.294,815.1,0.5,nan
152.692,390.43,-6.14375,0.274064,3.314,815.4,0.5,nan
153.192,387.556,-5.94584,0.273299,3.334,815.7,0.5,nan
153.692,384.616,-5.87556,0.206666,3.353,816,0.5,nan
154.192,381.685,-5.82243,0.163308,3.373,816.3,0.5,nan
154.692,378.722,-5.81574,0.115406,3.393,816.6,0.5,nan
155.053,377.09,-5.48813,0.229171,3.413,817,0.360992,nan
155.553,373.783,-5.8314,-0.0124508,3.427,817.2,0.5,nan
156.053,370.566,-6.04396,-0.107147,3.447,817.5,0.5,nan
156.553,367.412,-6.15758,-0.122269,3.466,817.8,0.5,nan
157.053,364.308,-6.1962,-0.0951828,3.486,818.1,0.5,nan
157.553,361.209,-6.22054,-0.0758256,3.506,818.4,0.5,nan
158.053,358.153,-6.19766,-0.0384555,3.526,818.7,0.5,nan
158.394,356.795,-5.65508,0.244851,3.545,819,0.341003,nan
158.894,353.374,-6.03056,-0.0265413,3.559,819.2,0.5,nan
159.339,350.764,-5.9745,0.0139668,3.579,819.5,0.445007,nan
159.839,347.476,-6.18845,-0.0944551,3.596,819.8,0.5,nan
160.339,344.334,-6.2372,-0.0822252,3.616,820.1,0.5,nan
160.839,341.244,-6.23361,-0.0513721,3.636,820.4,0.5,nan
161.339,338.173,-6.21714,-0.0289518,3.655,820.7,0.5,nan
161.839,335.158,-6.15278,0.0137915,3.675,821,0.5,nan
162.339,332.12,-6.12914,0.0167313,3.695,821.3,0.5,nan
162.839,329.116,-6.08133,0.0345246,3.715,821.7,0.5,nan
163.339,326.095,-6.06198,0.0304996,3.734,822,0.5,nan
163.839,323.084,-6.04099,0.0304669,3.754,822.3,0.5,nan
164.339,320.062,-6.03575,0.0223419,3.774,822.6,0.5,nan
164.839,317.04,-6.033,0.0163745,3.793,822.9,0.5,nan
165.324,314.187,-5.9744,0.0405848,3.813,823.2,0.485001,nan
165.824,311.094,-6.04702,-0.0113149,3.832,823.5,0.5,nan
166.324,308.066,-6.04569,-0.00297719,3.852,823.8,0.5,nan
166.824,305.022,-6.06024,-0.00842753,3.872,824.1,0.5,nan
167.302,302.219,-6.00054,0.0199196,3.891,824.4,0.477997,nan
167.735,299.858,-5.82578,0.0995104,3.91,824.7,0.432999,nan
168.229,296.681,-6.02099,-0.0299722,3.927,825,0.494003,nan
168.729,293.552,-6.104,-0.0552121,3.947,825.3,0.5,nan
169.229,290.458,-6.14553,-0.0555648,3.966,825.6,0.5,nan
169.729,287.398,-6.14775,-0.037266,3.986,825.9,0.5,nan
170.229,284.358,-6.13106,-0.0164356,4.006,826.2,0.5,nan
170.729,281.328,-6.11076,-0.00194834,4.025,826.5,0.5,nan
171.229,278.308,-6.08739,0.00923523,4.045,826.8,0.5,nan
171.729,275.297,-6.06071,0.0194322,4.065,827.1,0.5,nan
172.229,272.275,-6.05356,0.0147054,4.084,827.4,0.5,nan
172.729,269.269,-6.03242,0.0212124,4.104,827.7,0.5,nan
173.229,266.28,-5.99869,0.0352926,4.124,828,0.5,nan
173.429,266.217,-5.17017,0.459475,4.143,828.3,0.199997,nan
173.834,263.57,-5.51248,0.125162,4.151,828.4,0.404999,nan
174.334,260.068,-6.02318,-0.171066,4.167,828.7,0.5,nan
174.834,256.751,-6.27766,-0.232672,4.187,829,0.5,nan
175.334,253.548,-6.37521,-0.198493,4.206,829.3,0.5,nan
175.834,250.431,-6.36668,-0.125491,4.226,829.6,0.5,nan
176.334,247.361,-6.31689,-0.0607059,4.245,829.9,0.5,nan
176.834,244.349,-6.22529,0.00429383,4.265,830.2,0.5,nan
177.086,243.892,-5.40816,0.431601,4.285,830.5,0.251999,nan
177.31,242.954,-5.20976,0.426626,4.295,830.7,0.223999,nan
177.81,239.289,-5.89264,-0.0807746,4.303,830.8,0.5,nan
178.31,235.862,-6.2563,-0.228987,4.323,831.1,0.5,nan
178.79,232.825,-6.32794,-0.185314,4.343,831.4,0.479996,nan
179.261,229.924,-6.31526,-0.121081,4.361,831.7,0.471008,nan
179.761,226.756,-6.34458,-0.0907242,4.38,832,0.5,nan
180.261,223.676,-6.29951,-0.0384346,4.399,832.3,0.5,nan
180.761,220.641,-6.23239,0.00348687,4.419,832.6,0.5,nan
181.261,217.655,-6.13807,0.0473897,4.439,832.9,0.5,nan
181.761,214.668,-6.0736,0.0598518,4.458,833.2,0.5,nan
182.261,211.687,-6.02324,0.0619335,4.478,833.5,0.5,nan
182.761,208.704,-5.99101,0.0552798,4.498,833.8,0.5,nan
183.261,205.716,-5.9743,0.0442104,4.517,834.1,0.5,nan
183.761,202.721,-5.96841,0.0326199,4.537,834.5,0.5,nan
184.261,199.71,-5.98239,0.0140259,4.556,834.8,0.5,nan
184.761,196.726,-5.96441,0.0229824,4.576,835.1,0.5,nan
185.261,193.684,-6.01033,-0.0110978,4.595,835.4,0.5,nan
185.761,190.681,-6.00799,-0.00457962,4.615,835.7,0.5,nan
186.261,187.659,-6.02296,-0.010717,4.635,836,0.5,nan
186.761,184.651,-6.01913,-0.0034208,4.654,836.3,0.5,nan
187.261,181.633,-6.02681,-0.00607003,4.674,836.6,0.5,nan
187.761,178.615,-6.03229,-0.00716693,4.693,836.9,0.5,nan
188.261,175.606,-6.02776,-0.00194696,4.713,837.2,0.5,nan
188.761,172.593,-6.02801,-0.00162669,4.732,837.5,0.5,nan
189.261,169.589,-6.01819,0.00502051,4.752,837.8,0.5,nan
189.761,166.587,-6.00991,0.00856911,4.772,838.1,0.5,nan
190.255,163.624,-6.01007,0.00190763,4.791,838.4,0.494003,nan
190.755,160.614,-6.00899,0.00408785,4.81,838.7,0.5,nan
191.255,157.596,-6.01839,-0.00192381,4.83,839,0.5,nan
191.755,154.583,-6.02141,-0.00286476,4.85,839.3,0.5,nan
192.255,151.578,-6.01726,0.000703604,4.869,839.6,0.5,nan
192.755,148.574,-6.01236,0.00361737,4.889,839.9,0.5,nan
193.244,145.684,-5.97735,0.0182991,4.908,840.2,0.488998,nan
193.744,142.643,-6.01143,-0.00487909,4.927,840.5,0.5,nan
194.244,139.632,-6.01382,-0.00288622,4.947,840.8,0.5,nan
194.744,136.617,-6.02071,-0.00536413,4.966,841.1,0.5,nan
195.244,133.616,-6.01198,0.00207267,4.986,841.4,0.5,nan
195.744,130.604,-6.01809,-0.00269507,5.005,841.8,0.5,nan
196.244,127.606,-6.00965,0.00298646,5.025,842.1,0.5,nan
196.744,124.599,-6.01231,-0.00018263,5.045,842.4,0.5,nan
197.244,121.62,-5.98518,0.0168528,5.064,842.7,0.5,nan
197.691,119.155,-5.84673,0.0696007,5.084,843,0.446991,nan
198.191,116.058,-5.94273,0.00669579,5.101,843.2,0.5,nan
198.691,112.961,-6.03882,-0.0455659,5.12,843.5,0.5,nan
199.191,109.95,-6.03432,-0.023386,5.14,843.8,0.5,nan
199.691,106.913,-6.0571,-0.0283574,5.159,844.2,0.5,nan
200.191,103.919,-6.03429,-0.00523558,5.179,844.5,0.5,nan
200.691,100.918,-6.02281,0.00258287,5.198,844.8,0.5,nan
201.026,99.607,-5.52245,0.245792,5.218,845.1,0.335007,nan
201.526,96.2525,-5.89074,-0.0188153,5.231,845.3,0.5,nan
202.026,93.0723,-6.05518,-0.0871094,5.25,845.6,0.5,nan
202.526,89.9637,-6.13022,-0.0918918,5.27,845.9,0.5,nan
203.026,86.9025,-6.14853,-0.0696343,5.289,846.2,0.5,nan
203.526,83.8814,-6.1251,-0.0342715,5.309,846.5,0.5,nan
204.026,80.8866,-6.08207,-0.000891373,5.328,846.8,0.5,nan
204.526,77.8803,-6.06426,0.00432361,5.348,847.2,0.5,nan
205.026,74.9102,-6.01675,0.0267067,5.367,847.5,0.5,nan
205.526,71.9251,-5.99647,0.0261372,5.387,847.8,0.5,nan
206.005,69.1813,-5.89792,0.065328,5.406,848.1,0.479004,nan
206.505,66.131,-5.95926,0.0119615,5.425,848.4,0.5,nan
207.005,63.1285,-5.97002,0.00436079,5.444,848.7,0.5,nan
207.491,60.2838,-5.92663,0.0246633,5.464,849.1,0.485992,nan
