# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Air temperature (°C),Air pressure (mbar)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
205.974,54.028,-5.928,-0.183,5.611,851.467
206.469,51.073,-5.99,-0.125,5.614,851.514
206.662,49.922,-5.96,0.156,5.633,851.828
207.033,47.713,-5.962,-0.005,5.641,851.951
207.214,46.632,-5.964,-0.011,5.655,852.186
207.427,45.359,-5.974,-0.049,5.662,852.301
207.715,43.643,-5.968,0.022,5.67,852.436
208.215,40.667,-5.937,0.062,5.681,852.618
208.415,39.476,-5.95,-0.069,5.701,852.935
208.915,36.494,-5.98,-0.059,5.708,853.062
209.316,34.097,-5.969,0.029,5.728,853.379
209.816,31.12,-5.942,0.053,5.743,853.634
210.015,29.939,-5.946,-0.02,5.763,853.951
210.515,26.969,-5.935,0.022,5.77,854.076
211.015,23.99,-5.979,-0.089,5.79,854.392
211.486,21.173,-5.967,0.027,5.809,854.709
211.986,18.188,-5.973,-0.012,5.827,855.009
212.486,15.203,-5.968,0.009,5.847,855.326
212.986,12.221,-5.961,0.014,5.866,855.644
213.486,9.249,-5.927,0.07,5.886,855.961
213.88,6.908,-5.979,-0.133,5.905,856.277
214.38,3.925,-5.951,0.055,5.92,856.526
214.859,1.067,-5.968,-0.035,5.939,856.843
# Event GROUND_HIT occurred at t=215.039 seconds
# Event SIMULATION_END occurred at t=215.039 seconds
215.039,0,-5.908,0.333,5.958,857.147
